"stfips","region","year","year_mcaid","white","income_pc","hospitals_pc","beds_pc","mort_rate","child_pop","afdc_rate"
26,2,1967,1966,1,3.566,0.025683995,4.6032462,184.68796,2368162,0.85521525
26,2,1971,1966,1,4.501,0.024855224,4.5644445,166.968,2311904,0.85521525
26,2,1962,1966,1,2.596,0.02734126,4.9689012,212.55788,2331097,0.85521525
26,2,1972,1966,1,4.97,0.024820689,4.6328263,150.42409,2255310,0.85521525
26,2,1974,1966,1,5.926,0.025687594,4.9972248,150.65573,2138031,0.85521525
26,2,1965,1966,1,3.225,0.026368139,4.6366763,200.30927,2353336,0.85521525
26,2,1970,1966,1,4.198,0.024494812,4.4936743,183.14099,2347446,0.85521525
26,2,1959,1966,1,2.353,0.028001897,4.8625622,232.75032,2246629.8,0.85521525
26,2,1961,1966,1,2.428,0.027347812,5.0144796,221.59525,2323684,0.85521525
27,2,1966,1966,0,2.976,0.0503112,5.9118395,311.37259,21640,16.332897
27,2,1960,1966,0,2.143,0.053019103,5.7799606,235.31107,16728,16.332897
27,2,1974,1966,0,5.824,0.046427969,6.5355706,217.95311,32093,16.332897
27,2,1959,1966,0,2.051,0.053104285,5.6358781,389.5556,16022,16.332897
27,2,1965,1966,0,2.763,0.051151961,5.8233051,319.35086,20821.334,16.332897
27,2,1973,1966,0,5.421,0.046329662,6.4266963,206.06033,30577,16.332897
27,2,1963,1966,0,2.446,0.052608509,5.9009209,336.37607,19184,16.332897
27,2,1961,1966,0,2.224,0.052686036,5.8148594,347.20447,17546.666,16.332897
27,2,1971,1966,0,4.27,0.047248527,6.2713332,237.93416,27627,16.332897
27,2,1962,1966,0,2.316,0.053219065,5.899591,328.51068,18365.332,16.332897
27,2,1970,1966,0,4.05,0.04743956,6.3149657,229.66588,25844,16.332897
27,2,1969,1966,0,3.775,0.048955746,6.2695112,220.0134,24096,16.332897
27,2,1972,1966,0,4.626,0.046549037,6.3081703,261.22525,29069,16.332897
27,2,1967,1966,0,3.163,0.050300196,6.045218,323.15213,22458.668,16.332897
27,2,1968,1966,0,3.441,0.049754422,6.1807833,287.51501,23277.334,16.332897
27,2,1964,1966,0,2.524,0.051732153,5.9064136,330.26254,20002.666,16.332897
27,2,1972,1966,1,4.626,0.046549037,6.3081703,162.45787,1075631,1.3617244
27,2,1965,1966,1,2.763,0.051151961,5.8233051,183.54057,1123711.5,1.3617244
27,2,1968,1966,1,3.441,0.049754422,6.1807833,172.16805,1135156.1,1.3617244
27,2,1970,1966,1,4.05,0.04743956,6.3149657,175.24716,1122215,1.3617244
27,2,1960,1966,1,2.143,0.053019103,5.7799606,218.47876,1104637,1.3617244
27,2,1961,1966,1,2.224,0.052686036,5.8148594,220.50319,1108451.9,1.3617244
27,2,1971,1966,1,4.27,0.047248527,6.2713332,157.97461,1105459,1.3617244
27,2,1963,1966,1,2.446,0.052608509,5.9009209,201.93137,1116081.6,1.3617244
27,2,1966,1966,1,2.976,0.0503112,5.9118395,180.00711,1127526.4,1.3617244
27,2,1962,1966,1,2.316,0.053219065,5.899591,211.31633,1112266.8,1.3617244
27,2,1974,1966,1,5.824,0.046427969,6.5355706,143.31784,1014208,1.3617244
27,2,1959,1966,1,2.051,0.053104285,5.6358781,217.78011,1075596.4,1.3617244
27,2,1964,1966,1,2.524,0.051732153,5.9064136,196.13858,1119896.5,1.3617244
27,2,1967,1966,1,3.163,0.050300196,6.045218,177.05998,1131341.3,1.3617244
27,2,1973,1966,1,5.421,0.046329662,6.4266963,143.09616,1045573,1.3617244
27,2,1969,1966,1,3.775,0.048955746,6.2695112,167.59558,1138971,1.3617244
28,4,1974,1970,0,3.92,0.043725774,4.8005853,340.97903,307991,15.836626
28,4,1970,1970,0,2.628,0.043573219,4.4772606,436.88339,321807,15.836626
28,4,1966,1970,0,1.817,0.044868652,4.0880837,546.18738,348709,15.836626
28,4,1973,1970,0,3.597,0.044689123,4.7608814,397.30414,313132,15.836626
28,4,1964,1970,0,1.541,0.04536812,3.9621491,583.47717,364662.34,15.836626
28,4,1963,1970,0,1.484,0.045388963,3.891072,612.11816,372639,15.836626
28,4,1977,1970,0,5.233,0.045535728,5.4264765,274.56161,299469,15.836626
28,4,1969,1970,0,2.403,0.044349771,4.5090456,473.90991,324779,15.836626
28,4,1971,1970,0,2.855,0.043706331,4.6293392,382.41876,318835,15.836626
28,4,1967,1970,0,1.984,0.044390444,4.1370063,489.98047,340732.31,15.836626
28,4,1968,1970,0,2.179,0.043455251,4.1771932,488.76691,332755.66,15.836626
28,4,1972,1970,0,3.194,0.044647116,4.6636729,353.03827,316428,15.836626
28,4,1976,1970,0,4.746,0.043207921,5.2207513,308.54745,301496,15.836626
28,4,1978,1970,0,5.768,0.047832657,5.6301851,268.47934,296989,15.836626
28,4,1975,1970,0,4.207,0.043338552,4.9605975,326.664,304269,15.836626
28,4,1976,1970,1,4.746,0.043207921,5.2207513,149.69966,375514,0.90217853
28,4,1968,1970,1,2.179,0.043455251,4.1771932,223.26372,377029.88,0.90217853
28,4,1967,1970,1,1.984,0.044390444,4.1370063,220.76991,377863.78,0.90217853
28,4,1973,1970,1,3.597,0.044689123,4.7608814,187.7735,384078,0.90217853
28,4,1977,1970,1,5.233,0.045535728,5.4264765,130.23483,373302,0.90217853
28,4,1964,1970,1,1.541,0.04536812,3.9621491,241.9502,380365.44,0.90217853
28,4,1969,1970,1,2.403,0.044349771,4.5090456,220.3723,376196,0.90217853
28,4,1963,1970,1,1.484,0.045388963,3.891072,235.30754,381199.31,0.90217853
28,4,1971,1970,1,2.855,0.043706331,4.6293392,191.92653,382760,0.90217853
28,4,1978,1970,1,5.768,0.047832657,5.6301851,125.96033,370934,0.90217853
28,4,1965,1970,1,1.669,0.044431191,4.038887,237.22997,379531.56,0.90217853
28,4,1974,1970,1,3.92,0.043725774,4.8005853,161.4369,382838,0.90217853
28,4,1966,1970,1,1.817,0.044868652,4.0880837,224.0014,378697.69,0.90217853
28,4,1975,1970,1,4.207,0.043338552,4.9605975,155.46393,379676,0.90217853
28,4,1972,1970,1,3.194,0.044647116,4.6636729,210.27428,383211,0.90217853
29,2,1972,1967,0,4.453,0.028611533,5.4706936,318.30063,168985,11.908853
29,2,1968,1967,0,3.434,0.027960781,5.3500462,349.10547,171125,11.908853
29,2,1971,1967,0,4.118,0.028371893,5.1198564,320.04391,172577,11.908853
29,2,1975,1967,0,5.759,0.032321565,5.9263153,274.86328,159623,11.908853
29,2,1966,1967,0,2.945,0.028192857,5.1071653,418.33936,164017,11.908853
29,2,1963,1967,0,2.468,0.028442534,5.2690926,430.05756,153355,11.908853
29,2,1973,1967,0,4.935,0.029321417,5.5111699,316.9043,163751,11.908853
29,2,1974,1967,0,5.28,0.031971715,5.8230314,314.03079,161986,11.908853
29,2,1970,1967,0,3.855,0.027952105,5.3892083,371.17563,173612,11.908853
29,2,1960,1967,0,2.19,0.02916793,5.0418849,448.80621,142693,11.908853
29,2,1969,1967,0,3.569,0.028385088,5.5583162,389.4743,174679,11.908853
29,2,1967,1967,0,3.123,0.027966643,5.3449063,407.69751,167571,11.908853
29,2,1964,1967,0,2.578,0.028208688,5.3072629,453.66531,156909,11.908853
29,2,1965,1967,0,2.787,0.028644813,5.2982912,454.3743,160463,11.908853
29,2,1962,1967,0,2.369,0.028225048,5.0793705,420.17267,149801,11.908853
29,2,1961,1967,0,2.252,0.028692514,5.0862646,431.54514,146247,11.908853
29,2,1974,1967,1,5.28,0.031971715,5.8230314,152.06247,1043581,1.0840803
29,2,1966,1967,1,2.945,0.028192857,5.1071653,191.47305,1124874.3,1.0840803
29,2,1962,1967,1,2.369,0.028225048,5.0793705,231.20207,1123141.5,1.0840803
29,2,1968,1967,1,3.434,0.027960781,5.3500462,182.15448,1125740.8,1.0840803
29,2,1973,1967,1,4.935,0.029321417,5.5111699,162.05022,1070355,1.0840803
29,2,1963,1967,1,2.468,0.028442534,5.2690926,216.44937,1123574.8,1.0840803
29,2,1972,1967,1,4.453,0.028611533,5.4706936,159.02438,1089758,1.0840803
29,2,1971,1967,1,4.118,0.028371893,5.1198564,178.10378,1107042,1.0840803
29,2,1967,1967,1,3.123,0.027966643,5.3449063,178.83905,1125307.5,1.0840803
29,2,1965,1967,1,2.787,0.028644813,5.2982912,206.72882,1124441.1,1.0840803
29,2,1960,1967,1,2.19,0.02916793,5.0418849,213.63445,1122275,1.0840803
29,2,1961,1967,1,2.252,0.028692514,5.0862646,221.5408,1122708.3,1.0840803
29,2,1970,1967,1,3.855,0.027952105,5.3892083,176.2737,1116608,1.0840803
29,2,1975,1967,1,5.759,0.032321565,5.9263153,141.92616,1019380,1.0840803
29,2,1969,1967,1,3.569,0.028385088,5.5583162,192.47527,1126174,1.0840803
29,2,1964,1967,1,2.578,0.028208688,5.3072629,207.24564,1124007.9,1.0840803
30,5,1973,1967,0,5,0.087972023,5.6563263,382.38852,13642,15.54944
30,5,1968,1967,0,2.932,0.090753205,6.4098115,498.45706,12683.999,15.54944
30,5,1961,1967,0,2.012,0.085821979,5.642055,587.02625,11116,15.54944
30,5,1960,1967,0,2.066,0.084473602,5.6523213,495.68353,10892,15.54944
30,5,1975,1967,0,5.814,0.084088683,5.5858912,256.01346,14202,15.54944
30,5,1966,1967,0,2.71,0.091033168,6.2543702,532.26276,12236,15.54944
30,5,1965,1967,0,2.531,0.086762197,5.4790082,420.14133,12012,15.54944
30,5,1963,1967,0,2.32,0.085556,5.4534574,584.50836,11564,15.54944
30,5,1967,1967,0,2.785,0.090892971,6.4614644,444.58493,12460,15.54944
30,5,1970,1967,0,3.624,0.088867866,6.3397188,320.29953,13139,15.54944
30,5,1974,1967,0,5.367,0.085445046,5.7112556,247.05205,13769,15.54944
30,5,1962,1967,0,2.357,0.085688785,5.4944239,588.97205,11340,15.54944
30,5,1972,1967,0,4.35,0.09036915,5.8767753,347.96741,13510,15.54944
30,5,1971,1967,0,3.79,0.088588528,6.341814,274.92212,13374,15.54944
30,5,1969,1967,0,3.294,0.089152351,6.3985081,361.63177,12908,15.54944
30,5,1965,1967,1,2.531,0.086762197,5.4790082,232.54736,204648.33,0.92589408
30,5,1974,1967,1,5.367,0.085445046,5.7112556,187.73587,184835,0.92589408
30,5,1961,1967,1,2.012,0.085821979,5.642055,246.29674,213969.67,0.92589408
30,5,1969,1967,1,3.294,0.089152351,6.3985081,216.15903,195327,0.92589408
30,5,1967,1967,1,2.785,0.090892971,6.4614644,206.53305,199987.67,0.92589408
30,5,1971,1967,1,3.79,0.088588528,6.341814,214.77203,194761,0.92589408
30,5,1966,1967,1,2.71,0.091033168,6.2543702,207.39783,202318,0.92589408
30,5,1970,1967,1,3.624,0.088867866,6.3397188,222.27753,195044,0.92589408
30,5,1962,1967,1,2.357,0.085688785,5.4944239,248.93224,211639.33,0.92589408
30,5,1964,1967,1,2.354,0.085423596,5.6099739,251.9249,206978.67,0.92589408
30,5,1963,1967,1,2.32,0.085556,5.4534574,225.34064,209309,0.92589408
30,5,1975,1967,1,5.814,0.084088683,5.5858912,168.41951,182517,0.92589408
30,5,1960,1967,1,2.066,0.084473602,5.6523213,241.42867,216300,0.92589408
30,5,1968,1967,1,2.932,0.090753205,6.4098115,182.63312,197657.34,0.92589408
30,5,1972,1967,1,4.35,0.09036915,5.8767753,199.30389,191390,0.92589408
30,5,1973,1967,1,5,0.087972023,5.6563263,191.53873,187879,0.92589408
31,2,1972,1966,0,4.525,0.067836531,7.3744235,359.61899,19722,14.479205
31,2,1964,1966,0,2.417,0.071573146,5.2964129,404.22946,16005.556,14.479205
31,2,1960,1966,0,2.161,0.073689356,5.2397385,447.8638,14054,14.479205
31,2,1962,1966,0,2.323,0.071568467,5.1943274,450.64487,15029.778,14.479205
31,2,1961,1966,0,2.164,0.071213558,5.216217,426.24057,14541.889,14.479205
31,2,1965,1966,0,2.681,0.073995866,5.3505235,395.99231,16493.443,14.479205
31,2,1973,1966,0,5.259,0.066727765,7.079031,215.95035,20101,14.479205
31,2,1959,1966,0,2.058,0.074140191,5.234725,479.76862,13351.6,14.479205
31,2,1963,1966,0,2.367,0.073316447,5.2815771,545.03174,15517.667,14.479205
31,2,1968,1966,0,3.196,0.073627427,6.5494318,381.54529,17957.111,14.479205
31,2,1974,1966,0,5.452,0.069575168,7.2813339,319.45996,20368,14.479205
31,2,1967,1966,0,3.019,0.073977396,6.1291642,371.56848,17469.223,14.479205
31,2,1970,1966,0,3.793,0.071857221,8.2622375,383.23697,18856,14.479205
31,2,1969,1966,0,3.571,0.071245179,6.9793129,436.10538,18445,14.479205
31,2,1966,1966,0,2.918,0.075018965,5.7599421,311.19864,16981.332,14.479205
31,2,1971,1966,0,4.119,0.071123518,8.0323048,347.72104,19285,14.479205
31,2,1960,1966,1,2.161,0.073689356,5.2397385,212.45586,421771,0.88849163
31,2,1970,1966,1,3.793,0.071857221,8.2622375,191.73827,402420,0.88849163
31,2,1974,1966,1,5.452,0.069575168,7.2813339,152.06187,378654,0.88849163
31,2,1965,1966,1,2.681,0.073995866,5.3505235,208.54358,412558.22,0.88849163
31,2,1973,1966,1,5.259,0.066727765,7.079031,168.48256,386035,0.88849163
31,2,1966,1966,1,2.918,0.075018965,5.7599421,182.35907,410715.66,0.88849163
31,2,1964,1966,1,2.417,0.071573146,5.2964129,226.121,414400.78,0.88849163
31,2,1972,1966,1,4.525,0.067836531,7.3744235,146.47827,393699,0.88849163
31,2,1959,1966,1,2.058,0.074140191,5.234725,226.15663,413759.28,0.88849163
31,2,1968,1966,1,3.196,0.073627427,6.5494318,175.42921,407030.53,0.88849163
31,2,1969,1966,1,3.571,0.071245179,6.9793129,162.92297,405188,0.88849163
31,2,1971,1966,1,4.119,0.071123518,8.0323048,170.06856,399652,0.88849163
31,2,1967,1966,1,3.019,0.073977396,6.1291642,183.37143,408873.13,0.88849163
31,2,1962,1966,1,2.323,0.071568467,5.1943274,209.79041,418085.88,0.88849163
31,2,1963,1966,1,2.367,0.073316447,5.2815771,224.61369,416243.34,0.88849163
31,2,1961,1966,1,2.164,0.071213558,5.216217,222.52361,419928.47,0.88849163
32,5,1972,1967,0,5.553,0.038404915,4.2794051,193.51511,16930,12.955116
32,5,1971,1967,0,5.218,0.038459543,4.1882439,468.66656,16159,12.955116
32,5,1973,1967,0,6.093,0.038667992,4.7561631,224.97972,17553,12.955116
32,5,1962,1967,0,3.222,0.058224663,5.0410304,437.28604,9773,12.955116
32,5,1964,1967,0,3.257,0.051719483,5.1991687,479.026,11145,12.955116
32,5,1967,1967,0,3.715,0.04662735,5.0497417,387.4761,13203,12.955116
32,5,1968,1967,0,4.169,0.04449835,4.8480949,396.00677,13889,12.955116
32,5,1966,1967,0,3.522,0.048970319,4.8137822,454.67151,12516.999,12.955116
32,5,1969,1967,0,4.53,0.042555273,4.7044854,278.2352,14575,12.955116
32,5,1961,1967,0,2.988,0.058861978,4.9934578,472.23413,9087,12.955116
32,5,1975,1967,0,7.029,0.033877689,4.3427968,243.89301,19021,12.955116
32,5,1960,1967,0,2.922,0.059590995,4.9600739,394.65189,8401,12.955116
32,5,1965,1967,0,3.349,0.048983138,5.0478411,424.65973,11831,12.955116
32,5,1974,1967,0,6.479,0.035190791,4.4022007,342.36267,18310,12.955116
32,5,1970,1967,0,4.932,0.040404368,4.5192285,411.08429,15366,12.955116
32,5,1963,1967,0,3.214,0.054779623,4.9791794,563.1496,10459,12.955116
32,5,1972,1967,1,5.553,0.038404915,4.2794051,174.78122,133780,0.68654048
32,5,1966,1967,1,3.522,0.048970319,4.8137822,250.7458,111261.99,0.68654048
32,5,1964,1967,1,3.257,0.051719483,5.1991687,352.54074,100455.33,0.68654048
32,5,1963,1967,1,3.214,0.054779623,4.9791794,340.56818,95052,0.68654048
32,5,1961,1967,1,2.988,0.058861978,4.9934578,294.57733,84245.336,0.68654048
32,5,1970,1967,1,4.932,0.040404368,4.5192285,227.54927,129759,0.68654048
32,5,1971,1967,1,5.218,0.038459543,4.1882439,206.32344,132046,0.68654048
32,5,1975,1967,1,7.029,0.033877689,4.3427968,161.37717,136438,0.68654048
32,5,1967,1967,1,3.715,0.04662735,5.0497417,191.86026,116665.34,0.68654048
32,5,1965,1967,1,3.349,0.048983138,5.0478411,263.29224,105858.67,0.68654048
32,5,1960,1967,1,2.922,0.059590995,4.9600739,309.73383,78842,0.68654048
32,5,1973,1967,1,6.093,0.038667992,4.7561631,179.51906,134020,0.68654048
32,5,1969,1967,1,4.53,0.042555273,4.7044854,196.42448,127472,0.68654048
32,5,1968,1967,1,4.169,0.04449835,4.8480949,259.98993,122068.66,0.68654048
32,5,1974,1967,1,6.479,0.035190791,4.4022007,177.20636,135740,0.68654048
32,5,1962,1967,1,3.222,0.058224663,5.0410304,325.28073,89648.664,0.68654048
33,1,1972,1967,0,4.411,0.042215142,4.4709673,251.52869,1650,3.5506783
33,1,1961,1967,0,2.276,0.054855198,4.630424,67.485451,911.11115,3.5506783
33,1,1964,1967,0,2.542,0.051633153,4.5816832,225.89624,1031.4445,3.5506783
33,1,1971,1967,0,4.091,0.041984282,4.6012149,63.542336,1510,3.5506783
33,1,1973,1967,0,4.863,0.041155752,4.4934602,155.72346,1790,3.5506783
33,1,1963,1967,0,2.418,0.054213226,4.6530437,217.50227,991.33331,3.5506783
33,1,1975,1967,0,5.602,0.038552452,4.4455795,147.50087,2043,3.5506783
33,1,1974,1967,0,5.262,0.039164282,4.405982,195.55479,1917,3.5506783
33,1,1967,1967,0,3.14,0.047334254,4.343276,594.80737,1151.7778,3.5506783
33,1,1965,1967,0,2.693,0.049152173,4.2896442,78.321365,1071.5555,3.5506783
33,1,1969,1967,0,3.745,0.044262782,4.3571177,279.90799,1232,3.5506783
33,1,1970,1967,0,3.883,0.043093812,4.4696364,315.40582,1370,3.5506783
33,1,1968,1967,0,3.414,0.046474792,4.5587544,169.08725,1191.8889,3.5506783
33,1,1966,1967,0,2.942,0.048226081,4.236588,81.596802,1111.6667,3.5506783
33,1,1960,1967,0,2.193,0.056020472,4.704072,65.229301,871,3.5506783
33,1,1962,1967,0,2.385,0.053737406,4.6830568,279.61307,951.22217,3.5506783
33,1,1964,1967,1,2.542,0.051633153,4.5816832,225.74942,195318.44,0.73641253
33,1,1968,1967,1,3.414,0.046474792,4.5587544,177.53558,208998.89,0.73641253
33,1,1970,1967,1,3.883,0.043093812,4.4696364,178.05891,213679,0.73641253
33,1,1974,1967,1,5.262,0.039164282,4.405982,141.11923,212922,0.73641253
33,1,1962,1967,1,2.385,0.053737406,4.6830568,222.26613,188478.22,0.73641253
33,1,1971,1967,1,4.091,0.041984282,4.6012149,176.39859,214939,0.73641253
33,1,1963,1967,1,2.418,0.054213226,4.6530437,226.58156,191898.33,0.73641253
33,1,1965,1967,1,2.693,0.049152173,4.2896442,207.72577,198738.56,0.73641253
33,1,1960,1967,1,2.193,0.056020472,4.704072,236.5148,181638,0.73641253
33,1,1975,1967,1,5.602,0.038552452,4.4455795,123.716,211102,0.73641253
33,1,1973,1967,1,4.863,0.041155752,4.4934602,157.65448,214316,0.73641253
33,1,1967,1967,1,3.14,0.047334254,4.343276,190.97664,205578.78,0.73641253
33,1,1966,1967,1,2.942,0.048226081,4.236588,204.96822,202158.67,0.73641253
33,1,1961,1967,1,2.276,0.054855198,4.630424,247.28293,185058.11,0.73641253
33,1,1969,1967,1,3.745,0.044262782,4.3571177,189.12798,212419,0.73641253
34,1,1965,1970,0,3.293,0.018063443,4.4050713,467.83936,237580.44,22.620546
34,1,1974,1970,0,6.561,0.017450033,4.669383,264.85284,302122,22.620546
34,1,1963,1970,0,2.96,0.018089207,4.3368874,448.55099,214840.66,22.620546
34,1,1967,1970,0,3.756,0.017021053,4.3344035,405.19211,260320.23,22.620546
34,1,1973,1970,0,6.027,0.016768277,4.4121017,279.46149,301781,22.620546
34,1,1977,1970,0,8.439,0.01757009,4.8092332,233.27757,301181,22.620546
34,1,1970,1970,0,4.813,0.016543379,4.3995657,361.4361,290126,22.620546
34,1,1964,1970,0,3.114,0.018076096,4.1683784,447.42484,226210.56,22.620546
34,1,1968,1970,0,4.081,0.017026428,4.3129802,379.32654,271690.13,22.620546
34,1,1966,1970,0,3.523,0.017311417,4.3534513,443.7056,248950.34,22.620546
34,1,1975,1970,0,7.053,0.017435368,4.7593107,244.45377,304464,22.620546
34,1,1976,1970,0,7.699,0.01756517,4.7852154,252.9455,302928,22.620546
34,1,1969,1970,0,4.5,0.01660936,4.2856369,368.2182,283060,22.620546
34,1,1978,1970,0,9.359,0.017535692,4.8224511,236.20546,300725,22.620546
34,1,1971,1970,0,5.113,0.016341683,4.2734184,323.79633,297192,22.620546
34,1,1978,1970,1,9.359,0.017535692,4.8224511,103.95773,1348291,2.0731854
34,1,1968,1970,1,4.081,0.017026428,4.3129802,168.83797,1703519.4,2.0731854
34,1,1964,1970,1,3.114,0.018076096,4.1683784,203.57861,1635788.6,2.0731854
34,1,1975,1970,1,7.053,0.017435368,4.7593107,121.56152,1494063,2.0731854
34,1,1965,1970,1,3.293,0.018063443,4.4050713,185.76257,1652721.4,2.0731854
34,1,1976,1970,1,7.699,0.01756517,4.7852154,117.64714,1440817,2.0731854
34,1,1977,1970,1,8.439,0.01757009,4.8092332,117.46062,1391809,2.0731854
34,1,1963,1970,1,2.96,0.018089207,4.3368874,205.81122,1618856,2.0731854
34,1,1973,1970,1,6.027,0.016768277,4.4121017,137.64488,1596969,2.0731854
34,1,1969,1970,1,4.5,0.01660936,4.2856369,162.00015,1720452,2.0731854
34,1,1972,1970,1,5.513,0.016629023,4.3593941,136.51324,1650922,2.0731854
34,1,1974,1970,1,6.561,0.017450033,4.669383,133.67566,1543748,2.0731854
34,1,1966,1970,1,3.523,0.017311417,4.3534513,178.09668,1669654,2.0731854
34,1,1971,1970,1,5.113,0.016341683,4.2734184,147.84804,1687426,2.0731854
34,1,1970,1970,1,4.813,0.016543379,4.3995657,164.11909,1703939,2.0731854
34,1,1967,1970,1,3.756,0.017021053,4.3344035,170.12245,1686586.8,2.0731854
35,5,1964,1966,0,2.127,0.051509771,4.6142454,524.20654,37101.223,7.4285316
35,5,1963,1966,0,2.048,0.050736565,4.3716278,616.17035,36346.664,7.4285316
35,5,1966,1966,0,2.372,0.049973328,4.4353876,513.63214,38610.336,7.4285316
35,5,1960,1966,0,1.89,0.046265967,3.8663628,592.85931,34083,7.4285316
35,5,1962,1966,0,2.002,0.046833225,4.3357158,503.11887,35592.109,7.4285316
35,5,1971,1966,0,3.416,0.050316472,4.7620268,371.39227,41945,7.4285316
35,5,1974,1966,0,4.551,0.041605327,4.2056789,300.99362,43383,7.4285316
35,5,1961,1966,0,1.955,0.047074098,4.1728573,475.82764,34837.555,7.4285316
35,5,1959,1966,0,1.904,0.044370405,3.8558962,551.66583,32764.1,7.4285316
35,5,1969,1966,0,2.92,0.051242221,4.9313102,409.83484,40874,7.4285316
35,5,1968,1966,0,2.695,0.050486881,4.5902672,380.70868,40119.445,7.4285316
35,5,1967,1966,0,2.477,0.052768324,4.6994252,474.54349,39364.891,7.4285316
35,5,1970,1966,0,3.189,0.049790587,4.7203426,363.07748,41408,7.4285316
35,5,1972,1966,0,3.748,0.048242446,4.5218015,279.36935,42486,7.4285316
35,5,1973,1966,0,4.119,0.044370111,4.3727198,333.88843,43185,7.4285316
35,5,1965,1966,0,2.24,0.050225176,4.4141779,424.18521,37855.777,7.4285316
35,5,1959,1966,1,1.904,0.044370405,3.8558962,324.7854,315571.31,2.7555656
35,5,1963,1966,1,2.048,0.050736565,4.3716278,288.60666,317005,2.7555656
35,5,1971,1966,1,3.416,0.050316472,4.7620268,194.73216,299517,2.7555656
35,5,1967,1966,1,2.477,0.052768324,4.6994252,222.72517,304203.69,2.7555656
35,5,1966,1966,1,2.372,0.049973328,4.4353876,229.79932,307404,2.7555656
35,5,1970,1966,1,3.189,0.049790587,4.7203426,214.58339,298660,2.7555656
35,5,1962,1966,1,2.002,0.046833225,4.3357158,292.70758,320205.31,2.7555656
35,5,1964,1966,1,2.127,0.051509771,4.6142454,283.21384,313804.66,2.7555656
35,5,1965,1966,1,2.24,0.050225176,4.4141779,255.51794,310604.34,2.7555656
35,5,1974,1966,1,4.551,0.041605327,4.2056789,195.84138,292067,2.7555656
35,5,1961,1966,1,1.955,0.047074098,4.1728573,296.68826,323405.69,2.7555656
35,5,1960,1966,1,1.89,0.046265967,3.8663628,322.32703,326606,2.7555656
35,5,1972,1966,1,3.748,0.048242446,4.5218015,189.01422,296947,2.7555656
35,5,1968,1966,1,2.695,0.050486881,4.5902672,214.26611,301003.31,2.7555656
35,5,1969,1966,1,2.92,0.051242221,4.9313102,221.72006,297803,2.7555656
35,5,1973,1966,1,4.119,0.044370111,4.3727198,206.30164,294285,2.7555656
36,1,1970,1966,0,4.868,0.021132119,5.5878029,338.21881,777578,11.48264
36,1,1959,1966,0,2.726,0.025742907,6.1954193,472.59015,443387.31,11.48264
36,1,1968,1966,0,4.361,0.021706259,5.7333388,342.33713,734145.38,11.48264
36,1,1960,1966,0,2.822,0.024668843,5.8720779,442.99771,467444,11.48264
36,1,1974,1966,0,6.474,0.020417321,5.7200594,262.40005,774251,11.48264
36,1,1972,1966,0,5.528,0.020433865,5.685246,260.91959,787549,11.48264
36,1,1963,1966,0,3.114,0.024530407,6.1456499,437.7616,567457,11.48264
36,1,1967,1966,0,3.983,0.022005256,5.771368,369.98013,700807.63,11.48264
36,1,1965,1966,0,3.475,0.022505024,5.77704,420.87054,634132.31,11.48264
36,1,1966,1966,0,3.708,0.021914089,5.6773872,395.96594,667470,11.48264
36,1,1971,1966,0,5.166,0.020528188,5.5647178,274.44656,787675,11.48264
36,1,1969,1966,0,4.573,0.02119215,5.6523042,353.20117,767483,11.48264
36,1,1964,1966,0,3.303,0.02327884,6.0278401,456.9938,600794.69,11.48264
36,1,1961,1966,0,2.904,0.025094222,6.1227536,423.20728,500781.66,11.48264
36,1,1973,1966,0,5.963,0.020445289,5.7451262,245.90498,779921,11.48264
36,1,1961,1966,1,2.904,0.025094222,6.1227536,211.62482,4158831.5,1.6163086
36,1,1970,1966,1,4.868,0.021132119,5.5878029,169.02832,4099197,1.6163086
36,1,1963,1966,1,3.114,0.024530407,6.1456499,211.20352,4157240.8,1.6163086
36,1,1965,1966,1,3.475,0.022505024,5.77704,196.16913,4155649.8,1.6163086
36,1,1967,1966,1,3.983,0.022005256,5.771368,180.12596,4154058.8,1.6163086
36,1,1959,1966,1,2.726,0.025742907,6.1954193,224.79129,4056169.5,1.6163086
36,1,1968,1966,1,4.361,0.021706259,5.7333388,173.70479,4153263.5,1.6163086
36,1,1966,1966,1,3.708,0.021914089,5.6773872,190.72638,4154854.3,1.6163086
36,1,1964,1966,1,3.303,0.02327884,6.0278401,210.31627,4156445.3,1.6163086
36,1,1974,1966,1,6.474,0.020417321,5.7200594,137.81262,3647165,1.6163086
36,1,1971,1966,1,5.166,0.020528188,5.5647178,151.53694,4045926,1.6163086
36,1,1973,1966,1,5.963,0.020445289,5.7451262,144.87999,3788608,1.6163086
36,1,1962,1966,1,3.021,0.02510234,6.3843617,214.51236,4158036.3,1.6163086
36,1,1960,1966,1,2.822,0.024668843,5.8720779,217.79947,4159627,1.6163086
36,1,1972,1966,1,5.528,0.020433865,5.685246,142.72502,3937336,1.6163086
37,4,1971,1970,0,3.5,0.028458124,4.3531313,341.61703,414289,8.9794121
37,4,1967,1970,0,2.511,0.029519551,4.1207256,424.04892,429270.66,8.9794121
37,4,1975,1970,0,5.048,0.026738765,4.6536293,285.82382,404227,8.9794121
37,4,1966,1970,0,2.347,0.030856807,4.2670851,445.30878,435958,8.9794121
37,4,1974,1970,0,4.734,0.027650198,4.6543889,287.69717,406162,8.9794121
37,4,1978,1970,0,6.744,0.026658671,4.7205014,261.64972,395604,8.9794121
